ID_Cliente,Risco
5002154,0
5002155,0
5002156,0
5002158,0
5002160,0
5002162,0
5002163,0
5002164,0
5002165,0
5002168,0
5002170,0
5002171,0
5002175,0
5002176,0
5002177,0
5002178,0
5002179,0
5002181,0
5002182,0
5002183,0
5002186,0
5002191,0
5002192,0
5002194,0
5002196,0
5002198,0
5002199,0
5002200,0
5002201,0
5002202,0
5002203,0
5002206,0
5002207,0
5002208,0
5002217,0
5002218,0
5002219,0
5002220,0
5002221,0
5002223,0
5002224,0
5002228,0
5002229,0
5002230,0
5002231,0
5002233,0
5002234,0
5002235,0
5002236,0
5002238,0
5002239,0
5002243,0
5002244,0
5002246,0
5002247,0
5002248,0
5002250,0
5002251,0
5002254,0
5002255,1
5002256,0
5002257,0
5002258,0
5002259,0
5002260,0
5002264,0
5002267,0
5002274,0
5002277,0
5002278,0
5002279,0
5002280,0
5002283,1
5002286,0
5002287,0
5002291,0
5002292,0
5002296,0
5002297,0
5002298,0
5002299,0
5002300,0
5002301,0
5002302,0
5002303,1
5002304,0
5002305,0
5002306,0
5002309,0
5002310,0
5002311,0
5002313,0
5002314,0
5002315,0
5002316,0
5002317,0
5002318,0
5002319,0
5002320,0
5002321,0
5002323,0
5002325,0
5002326,0
5002330,0
5002332,0
5002333,0
5002335,0
5002336,0
5002337,0
5002338,0
5002339,0
5002340,0
5002341,0
5002344,0
5002345,0
5002346,0
5002347,0
5002349,0
5002351,0
5002352,0
5002353,0
5002354,0
5002356,0
5002360,0
5002369,0
5002370,0
5002373,0
5002374,0
5002375,0
5002376,0
5002377,0
5002378,0
5002380,1
5002381,0
5002383,0
5002384,0
5002385,0
5002390,0
5002391,0
5002392,0
5002394,0
5002395,0
5002398,0
5002399,0
5002403,0
5002404,0
5002405,0
5002411,0
5002412,0
5002413,0
5002418,0
5002420,0
5002424,0
5002425,0
5002426,0
5002427,0
5002428,0
5002429,0
5002430,0
5002431,0
5002432,0
5002433,0
5002434,0
5002435,0
5002436,0
5002439,0
5002441,0
5002446,0
5002447,0
5002448,0
5002449,0
5002450,0
5002453,0
5002454,0
5002455,0
5002456,0
5002457,0
5002458,0
5002459,0
5002462,0
5002465,0
5002467,0
5002469,0
5002472,0
5002474,0
5002479,0
5002482,0
5002483,0
5002484,0
5002485,0
5002486,0
5002487,0
5002488,0
5002489,0
5002490,0
5002491,0
5002492,0
5002495,0
5002496,0
5002497,0
5002501,0
5002502,0
5002507,0
5002508,0
5002509,0
5002510,0
5002511,0
5002512,0
5002514,0
5002515,0
5002518,0
5002519,0
5002520,0
5002521,0
5002523,0
5002524,0
5002525,0
5002526,0
5002527,0
5002528,0
5002529,0
5002533,0
5002538,0
5002539,0
5002540,0
5002541,0
5002543,0
5002544,0
5002545,0
5002547,0
5002548,0
5002549,0
5002550,0
5002551,0
5002554,0
5002555,0
5002556,0
5002557,0
5002558,0
5002559,0
5002560,0
5002562,0
5002563,0
5002564,0
5002565,0
5002566,0
5002567,0
5002570,0
5002571,0
5002572,0
5002575,0
5002578,0
5002579,0
5002581,0
5002582,0
5002583,0
5002584,0
5002585,0
5002586,0
5002587,0
5002588,0
5002591,0
5002592,0
5002593,0
5002594,0
5002595,0
5002597,0
5002598,0
5002599,0
5002601,0
5002602,0
5002604,0
5002605,0
5002606,0
5002607,0
5002609,0
5002611,0
5002615,0
5002619,0
5002622,0
5002624,0
5002626,0
5002630,0
5002631,0
5002636,0
5002637,0
5002638,0
5002639,0
5002642,1
5002644,0
5002646,0
5002649,0
5002650,0
5002654,0
5002655,0
5002660,0
5002661,0
5002662,0
5002665,0
5002666,0
5002667,0
5002668,0
5002669,0
5002672,0
5002673,0
5002674,0
5002675,0
5002677,0
5002679,0
5002680,0
5002683,0
5002684,0
5002685,0
5002688,0
5002691,0
5002694,0
5002695,0
5002697,0
5002698,0
5002699,0
5002701,0
5002703,0
5002704,0
5002705,0
5002706,0
5002709,0
5002710,0
5002717,1
5002718,0
5002719,0
5002720,0
5002722,0
5002727,0
5002729,0
5002731,0
5002733,0
5002734,0
5002735,0
5002736,0
5002737,0
5002738,0
5002739,0
5002740,0
5002743,0
5002744,0
5002745,0
5002747,0
5002749,0
5002750,0
5002752,0
5002753,0
5002754,0
5002755,0
5002756,0
5002757,0
5002758,0
5002759,0
5002760,0
5002762,0
5002766,0
5002767,0
5002769,0
5002770,0
5002776,0
5002779,0
5002780,0
5002781,0
5002782,0
5002783,0
5002784,0
5002787,0
5002788,0
5002790,0
5002791,0
5002792,0
5002793,0
5002795,1
5002796,0
5002798,0
5002799,0
5002800,0
5002804,0
5002805,0
5002806,0
5002807,0
5002809,0
5002810,0
5002811,0
5002812,0
5002813,0
5002814,0
5002817,0
5002821,0
5002822,0
5002825,0
5002828,0
5002830,0
5002831,0
5002833,0
5002837,0
5002840,0
5002841,0
5002843,0
5002844,0
5002846,0
5002847,0
5002848,0
5002849,0
5002850,0
5002851,0
5002853,0
5002854,0
5002856,0
5002857,0
5002862,0
5002863,0
5002864,0
5002865,0
5002866,0
5002867,0
5002869,0
5002870,0
5002871,0
5002874,0
5002878,0
5002879,0
5002882,0
5002883,0
5002886,0
5002887,0
5002888,0
5002889,0
5002890,0
5002892,0
5002893,0
5002894,0
5002895,0
5002896,0
5002897,0
5002899,0
5002900,0
5002901,0
5002902,0
5002903,0
5002904,0
5002905,0
5002906,0
5002909,0
5002910,0
5002911,0
5002913,0
5002914,0
5002915,0
5002916,0
5002919,0
5002920,0
5002923,0
5002929,0
5002930,0
5002931,0
5002933,0
5002934,0
5002935,0
5002937,0
5002939,0
5002940,0
5002944,0
5002945,0
5002946,0
5002947,0
5002948,0
5002950,0
5002953,0
5002955,0
5002956,0
5002958,0
5002961,0
5002962,0
5002963,0
5002964,0
5002969,0
5002970,0
5002971,0
5002972,0
5002973,0
5002974,0
5002975,0
5002976,0
5002977,0
5002978,0
5002979,0
5002981,0
5002982,0
5002983,0
5002987,0
5002988,0
5002989,0
5002990,0
5002992,0
5002993,0
5002994,0
5002995,0
5002996,0
5002999,0
5003001,0
5003002,0
5003003,0
5003008,0
5003011,0
5003013,0
5003014,0
5003015,0
5003017,0
5003019,0
5003020,0
5003025,0
5003026,0
5003027,0
5003028,0
5003029,0
5003030,0
5003031,0
5003033,0
5003034,0
5003035,0
5003036,0
5003037,0
5003038,0
5003039,0
5003040,0
5003041,0
5003042,0
5003043,0
5003046,0
5003049,0
5003050,0
5003051,0
5003052,0
5003053,0
5003057,0
5003059,0
5003065,0
5003066,0
5003067,0
5003068,0
5003069,0
5003070,0
5003073,0
5003074,0
5003075,0
5003076,0
5003083,0
5003084,0
5003086,0
5003088,0
5003097,0
5003099,0
5003100,0
5003101,0
5003103,0
5003104,0
5003105,0
5003106,0
5003107,0
5003108,0
5003110,0
5003111,0
5003115,0
5003116,0
5003117,0
5003118,0
5003119,0
5003120,0
5003121,0
5003122,0
5003123,0
5003125,0
5003126,0
5003127,0
5003128,0
5003129,0
5003131,0
5003132,0
5003133,0
5003134,0
5003136,0
5003137,0
5003138,0
5003139,0
5003140,0
5003141,0
5003142,0
5003143,0
5003144,0
5003145,0
5003146,0
5003147,0
5003150,0
5003151,0
5003152,0
5003155,0
5003158,0
5003159,0
5003160,0
5003161,0
5003162,0
5003163,0
5003164,0
5003165,0
5003167,0
5003168,0
5003169,0
5003170,0
5003171,0
5003172,0
5003173,0
5003174,0
5003175,0
5003177,0
5003178,0
5003179,0
5003180,0
5003181,0
5003182,0
5003186,0
5003187,0
5003188,0
5003189,0
5003197,0
5003199,0
5003201,0
5003202,0
5003203,0
5003205,0
5003206,0
5003207,0
5003210,0
5003211,0
5003214,0
5003220,0
5003221,0
5003222,0
5003224,0
5003225,0
5003226,0
5003227,0
5003228,0
5003229,0
5003230,0
5003232,0
5003233,0
5003234,0
5003235,0
5003236,0
5003241,0
5003243,0
5003246,0
5003247,0
5003248,0
5003249,0
5003250,0
5003252,0
5003253,0
5003255,0
5003256,0
5003260,0
5003263,0
5003264,0
5003265,0
5003266,0
5003267,1
5003268,0
5003269,0
5003272,0
5003276,0
5003277,0
5003278,0
5003279,0
5003281,0
5003283,0
5003284,0
5003286,0
5003287,0
5003288,0
5003289,0
5003291,0
5003295,0
5003311,0
5003312,0
5003313,0
5003315,0
5003316,0
5003317,0
5003318,0
5003319,0
5003321,0
5003323,0
5003324,0
5003325,0
5003326,0
5003328,0
5003329,0
5003330,0
5003334,0
5003335,0
5003337,0
5003338,0
5003339,0
5003343,0
5003345,0
5003346,0
5003349,0
5003350,0
5003351,0
5003352,0
5003353,0
5003354,0
5003355,0
5003356,0
5003357,0
5003358,0
5003359,0
5003360,0
5003362,0
5003365,0
5003366,0
5003367,0
5003369,0
5003370,0
5003371,0
5003372,0
5003373,0
5003374,0
5003375,0
5003377,0
5003378,0
5003383,0
5003385,0
5003391,0
5003392,0
5003394,0
5003395,0
5003396,0
5003397,0
5003398,0
5003400,0
5003401,0
5003402,0
5003408,0
5003409,0
5003410,0
5003411,0
5003412,0
5003413,0
5003414,0
5003415,0
5003417,0
5003418,0
5003422,0
5003423,0
5003428,0
5003430,0
5003431,0
5003435,0
5003436,0
5003437,0
5003438,0
5003440,0
5003441,0
5003444,0
5003450,0
5003452,0
5003456,0
5003458,0
5003459,0
5003460,0
5003461,0
5003463,0
5003464,0
5003465,0
5003466,0
5003467,0
5003469,0
5003470,0
5003471,1
5003472,0
5003473,0
5003474,0
5003475,0
5003476,0
5003477,0
5003479,0
5003481,0
5003483,0
5003484,0
5003485,0
5003486,0
5003487,0
5003490,0
5003492,0
5003493,0
5003494,0
5003495,0
5003496,0
5003497,0
5003499,0
5003500,0
5003504,0
5003505,0
5003506,0
5003507,0
5003509,0
5003510,0
5003511,0
5003513,0
5003514,0
5003515,0
5003516,0
5003517,0
5003518,0
5003519,0
5003520,0
5003521,0
5003522,0
5003523,0
5003524,0
5003525,0
5003526,0
5003527,0
5003528,0
5003534,0
5003537,0
5003540,0
5003541,0
5003542,0
5003543,0
5003545,0
5003546,0
5003547,0
5003548,0
5003551,0
5003553,0
5003558,0
5003560,0
5003563,0
5003564,0
5003566,0
5003568,0
5003569,0
5003570,0
5003571,0
5003572,0
5003574,0
5003576,0
5003579,0
5003582,0
5003584,0
5003587,0
5003588,0
5003589,0
5003590,0
5003591,0
5003593,0
5003594,0
5003596,0
5003597,0
5003598,0
5003601,0
5003602,0
5003603,0
5003604,0
5003605,0
5003606,0
5003607,0
5003608,0
5003609,0
5003610,0
5003611,0
5003616,0
5003620,0
5003621,0
5003622,0
5003623,0
5003624,0
5003627,0
5003628,0
5003629,0
5003630,0
5003631,0
5003632,0
5003633,0
5003634,0
5003635,0
5003636,0
5003642,0
5003643,0
5003644,0
5003645,0
5003647,0
5003651,0
5003652,0
5003659,0
5003665,0
5003666,0
5003667,0
5003670,0
5003671,0
5003673,0
5003674,0
5003677,0
5003678,0
5003679,0
5003685,0
5003686,0
5003687,0
5003688,0
5003689,0
5003690,0
5003691,0
5003698,0
5003702,0
5003703,0
5003704,0
5003705,0
5003706,0
5003709,0
5003710,0
5003712,1
5003713,0
5003714,0
5003715,0
5003716,0
5003718,0
5003719,0
5003720,0
5003721,0
5003722,0
5003725,0
5003726,0
5003727,0
5003728,0
5003729,0
5003734,0
5003736,0
5003738,0
5003739,0
5003742,0
5003743,0
5003744,0
5003745,0
5003746,0
5003747,0
5003748,0
5003749,0
5003750,0
5003751,0
5003756,0
5003758,0
5003759,0
5003760,0
5003761,0
5003762,0
5003765,0
5003766,0
5003767,0
5003768,0
5003769,0
5003770,0
5003771,0
5003772,0
5003774,0
5003775,0
5003776,0
5003777,0
5003778,0
5003779,0
5003780,0
5003781,0
5003782,0
5003783,0
5003785,0
5003786,0
5003787,0
5003790,0
5003791,0
5003792,0
5003795,0
5003796,0
5003797,0
5003798,0
5003802,0
5003803,0
5003804,1
5003807,0
5003808,0
5003809,0
5003812,0
5003813,0
5003814,0
5003821,0
5003823,0
5003824,0
5003825,0
5003826,0
5003827,0
5003828,0
5003829,0
5003830,0
5003831,0
5003837,0
5003839,0
5003840,0
5003842,0
5003846,0
5003849,0
5003854,0
5003855,0
5003856,0
5003857,0
5003861,0
5003862,0
5003863,0
5003865,0
5003866,0
5003867,0
5003868,0
5003870,0
5003871,0
5003873,0
5003874,0
5003875,0
5003876,0
5003880,0
5003881,0
5003882,0
5003885,0
5003887,0
5003888,0
5003889,0
5003890,0
5003892,0
5003893,0
5003895,0
5003897,0
5003900,0
5003905,0
5003906,0
5003907,0
5003912,0
5003913,0
5003914,0
5003915,0
5003916,0
5003917,0
5003919,0
5003920,0
5003921,0
5003922,0
5003924,0
5003925,0
5003927,0
5003928,0
5003929,0
5003930,0
5003932,0
5003933,0
5003934,0
5003935,0
5003936,0
5003937,0
5003939,0
5003942,0
5003944,0
5003947,0
5003948,0
5003949,0
5003950,0
5003955,0
5003956,0
5003957,0
5003961,0
5003962,0
5003963,0
5003965,0
5003966,0
5003968,0
5003969,0
5003975,0
5003976,0
5003977,0
5003978,0
5003979,0
5003980,0
5003982,0
5003983,0
5003984,0
5003985,0
5003986,0
5003987,0
5003988,0
5003989,0
5003991,0
5003992,0
5003993,0
5003994,0
5003995,0
5003996,0
5003997,0
5003998,0
5003999,0
5004005,0
5004007,0
5004008,0
5004009,0
5004012,0
5004013,0
5004014,0
5004015,0
5004016,0
5004017,0
5004018,0
5004019,0
5004020,0
5004022,0
5004023,0
5004024,0
5004025,0
5004026,0
5004029,0
5004030,0
5004031,0
5004032,0
5004033,0
5004034,0
5004037,0
5004041,0
5004042,0
5004043,0
5004044,0
5004045,0
5004046,0
5004047,0
5004048,0
5004052,0
5004053,0
5004054,0
5004057,0
5004059,0
5004065,0
5004066,0
5004067,0
5004068,0
5004071,0
5004072,0
5004075,0
5004076,0
5004077,0
5004081,0
5004083,0
5004084,0
5004085,0
5004086,0
5004087,0
5004089,0
5004090,0
5004091,0
5004092,0
5004093,0
5004094,0
5004095,0
5004096,0
5004097,0
5004099,0
5004101,0
5004102,0
5004104,0
5004105,0
5004106,0
5004107,0
5004108,0
5004109,0
5004111,0
5004113,0
5004114,0
5004115,0
5004116,0
5004117,0
5004118,0
5004122,0
5004123,0
5004125,0
5004127,0
5004128,0
5004129,0
5004130,0
5004131,0
5004132,0
5004133,0
5004136,0
5004138,0
5004140,0
5004141,0
5004145,0
5004147,0
5004149,0
5004151,0
5004152,0
5004153,0
5004155,0
5004156,0
5004159,0
5004161,0
5004162,0
5004163,0
5004165,0
5004166,0
5004167,0
5004169,0
5004170,0
5004171,0
5004173,0
5004174,0
5004175,0
5004176,0
5004177,0
5004178,0
5004179,0
5004181,0
5004182,0
5004183,0
5004184,0
5004185,0
5004186,0
5004187,0
5004191,0
5004193,0
5004194,0
5004195,0
5004196,0
5004197,0
5004201,0
5004202,0
5004203,0
5004207,0
5004209,0
5004211,0
5004212,0
5004213,0
5004214,0
5004217,0
5004218,0
5004219,0
5004220,0
5004221,0
5004222,0
5004223,0
5004224,0
5004225,0
5004231,0
5004232,0
5004233,0
5004234,0
5004235,0
5004236,0
5004237,0
5004238,0
5004239,0
5004240,0
5004244,0
5004248,0
5004249,0
5004251,0
5004252,0
5004254,0
5004255,0
5004259,0
5004262,0
5004263,0
5004264,0
5004267,0
5004269,0
5004275,0
5004278,0
5004279,0
5004282,0
5004283,0
5004284,0
5004287,0
5004288,0
5004291,0
5004293,0
5004294,0
5004304,0
5004306,0
5004307,0
5004311,0
5004314,0
5004320,0
5004322,0
5004323,0
5004324,0
5004325,0
5004326,0
5004327,0
5004328,0
5004329,0
5004330,0
5004331,0
5004333,0
5004334,0
5004335,0
5004337,0
5004338,0
5004339,0
5004340,0
5004342,0
5004343,0
5004344,0
5004345,0
5004346,0
5004347,0
5004348,0
5004349,0
5004350,0
5004351,0
5004352,0
5004353,0
5004356,0
5004357,0
5004358,0
5004359,0
5004364,0
5004365,0
5004366,0
5004367,0
5004368,0
5004369,0
5004370,0
5004371,0
5004372,0
5004373,0
5004374,0
5004375,0
5004376,0
5004377,0
5004378,0
5004379,0
5004382,0
5004383,0
5004385,0
5004386,0
5004387,0
5004388,0
5004392,0
5004398,0
5004404,0
5004406,0
5004407,0
5004408,0
5004409,0
5004410,0
5004411,0
5004412,0
5004413,0
5004414,0
5004415,0
5004417,0
5004419,0
5004420,0
5004421,0
5004423,0
5004424,0
5004425,0
5004426,0
5004427,0
5004429,0
5004431,0
5004432,0
5004433,0
5004434,0
5004435,0
5004436,0
5004437,0
5004439,0
5004442,0
5004444,0
5004446,0
5004448,0
5004449,0
5004450,0
5004451,0
5004452,0
5004453,0
5004454,0
5004455,0
5004456,0
5004457,0
5004458,0
5004460,0
5004462,0
5004463,0
5004464,0
5004465,0
5004468,0
5004469,0
5004470,0
5004472,0
5004474,0
5004475,0
5004478,0
5004481,0
5004482,0
5004483,0
5004484,0
5004485,0
5004486,0
5004487,0
5004488,0
5004490,0
5004491,0
5004492,0
5004493,0
5004495,0
5004497,0
5004498,0
5004500,0
5004501,0
5004502,0
5004505,0
5004506,0
5004507,0
5004509,0
5004510,0
5004511,0
5004512,0
5004513,0
5004514,0
5004515,0
5004516,0
5004518,0
5004519,0
5004520,0
5004521,0
5004522,0
5004523,0
5004524,0
5004526,0
5004527,0
5004528,0
5004529,0
5004530,0
5004532,0
5004533,0
5004536,0
5004542,0
5004544,0
5004547,0
5004550,0
5004551,0
5004552,0
5004553,0
5004554,0
5004555,0
5004557,0
5004558,0
5004559,1
5004562,0
5004563,0
5004564,0
5004565,0
5004566,0
5004567,0
5004569,0
5004570,0
5004571,0
5004573,0
5004574,0
5004575,0
5004576,0
5004579,0
5004580,0
5004582,0
5004583,0
5004584,0
5004585,0
5004586,0
5004587,0
5004589,0
5004590,0
5004591,0
5004592,0
5004593,0
5004595,0
5004599,0
5004602,0
5004603,0
5004606,0
5004608,0
5004609,0
5004610,0
5004611,0
5004612,0
5004613,0
5004614,0
5004615,0
5004616,0
5004617,0
5004618,0
5004620,0
5004621,0
5004623,0
5004624,0
5004625,0
5004629,0
5004633,0
5004634,0
5004635,0
5004637,0
5004638,0
5004639,0
5004644,0
5004645,0
5004648,0
5004650,0
5004651,0
5004653,0
5004655,0
5004657,0
5004658,0
5004659,0
5004660,0
5004661,0
5004662,0
5004663,0
5004664,0
5004666,0
5004668,0
5004669,0
5004670,0
5004671,0
5004672,0
5004673,0
5004674,0
5004675,0
5004677,0
5004678,0
5004679,0
5004680,0
5004682,0
5004683,0
5004684,0
5004688,0
5004690,0
5004694,0
5004700,0
5004706,0
5004707,0
5004710,0
5004711,0
5004712,0
5004713,0
5004714,0
5004722,0
5004723,0
5004724,0
5004726,0
5004727,0
5004728,0
5004733,0
5004735,0
5004736,0
5004738,0
5004739,0
5004741,0
5004742,0
5004744,0
5004745,0
5004746,0
5004748,0
5004751,0
5004752,0
5004757,0
5004759,0
5004764,0
5004765,0
5004766,0
5004767,0
5004768,0
5004772,0
5004773,0
5004774,0
5004775,0
5004776,0
5004777,0
5004778,0
5004780,0
5004781,0
5004782,0
5004783,0
5004784,0
5004785,0
5004786,0
5004787,0
5004791,0
5004794,0
5004802,0
5004803,0
5004804,0
5004807,0
5004808,0
5004810,0
5004814,0
5004815,0
5004816,0
5004817,0
5004820,0
5004821,0
5004823,0
5004828,0
5004837,0
5004838,1
5004844,0
5004847,0
5004848,0
5004851,0
5004852,0
5004859,0
5004860,0
5004861,0
5004864,0
5004865,0
5004866,0
5004867,0
5004868,0
5004869,0
5004870,0
5004873,0
5004878,0
5004879,0
5004881,0
5004883,0
5004886,0
5004887,0
5004888,0
5004889,0
5004890,0
5004892,0
5004893,0
5004895,0
5004907,0
5004908,0
5004909,0
5004910,0
5004911,0
5004914,0
5004915,0
5004916,0
5004917,0
5004918,0
5004919,0
5004920,0
5004921,0
5004922,0
5004923,0
5004924,0
5004925,0
5004927,0
5004928,0
5004931,0
5004933,0
5004934,0
5004937,0
5004938,0
5004939,0
5004943,0
5004945,0
5004948,0
5004949,0
5004953,0
5004955,0
5004957,0
5004960,0
5004961,0
5004964,0
5004966,0
5004967,0
5004968,0
5004969,0
5004970,0
5004971,0
5004973,0
5004974,0
5004977,0
5004978,0
5004979,0
5004981,0
5004982,0
5004987,0
5004989,0
5004990,0
5004996,0
5004999,0
5005001,0
5005002,0
5005003,0
5005004,0
5005005,0
5005007,0
5005008,0
5005012,0
5005014,0
5005016,0
5005017,0
5005018,0
5005019,0
5005020,0
5005021,0
5005025,0
5005026,0
5005028,0
5005029,0
5005030,0
5005031,0
5005034,0
5005035,0
5005036,0
5005037,0
5005039,0
5005043,0
5005044,0
5005045,0
5005046,0
5005047,0
5005049,0
5005055,0
5005059,0
5005065,0
5005066,0
5005067,0
5005068,0
5005069,0
5005071,0
5005072,0
5005074,0
5005075,0
5005076,0
5005077,0
5005079,0
5005080,0
5005082,0
5005084,0
5005085,0
5005086,0
5005087,0
5005088,0
5005093,0
5005097,0
5005098,0
5005099,0
5005100,0
5005101,0
5005104,0
5005105,0
5005106,0
5005108,0
5005110,0
5005111,0
5005115,0
5005116,0
5005118,0
5005119,0
5005132,0
5005133,0
5005134,0
5005135,0
5005139,0
5005140,0
5005141,0
5005143,0
5005144,0
5005145,0
5005146,0
5005147,0
5005154,0
5005155,0
5005156,0
5005157,0
5005158,0
5005163,0
5005164,0
5005165,0
5005166,0
5005167,0
5005169,0
5005172,0
5005174,0
5005175,0
5005177,0
5005178,0
5005179,0
5005180,0
5005181,0
5005185,0
5005187,0
5005188,0
5005191,0
5005193,0
5005194,0
5005195,0
5005197,0
5005198,0
5005199,0
5005200,0
5005201,0
5005202,0
5005204,0
5005205,1
5005206,0
5005207,0
5005208,0
5005212,0
5005213,0
5005214,0
5005215,0
5005217,0
5005219,0
5005222,0
5005223,0
5005225,0
5005228,0
5005229,0
5005230,0
5005232,0
5005234,0
5005235,0
5005236,0
5005238,0
5005239,0
5005240,0
5005241,0
5005242,0
5005245,0
5005246,0
5005247,0
5005248,0
5005249,0
5005250,0
5005257,0
5005259,0
5005261,0
5005262,0
5005263,0
5005264,0
5005270,0
5005271,0
5005272,0
5005273,0
5005274,0
5005275,0
5005276,0
5005277,0
5005278,0
5005279,0
5005280,0
5005281,0
5005282,0
5005283,0
5005284,0
5005285,0
5005286,0
5005287,0
5005289,0
5005291,0
5005292,0
5005293,0
5005294,0
5005295,0
5005296,0
5005297,0
5005299,0
5005300,0
5005302,0
5005303,0
5005304,0
5005305,0
5005308,0
5005309,0
5005310,0
5005312,0
5005315,0
5005318,0
5005319,0
5005321,0
5005322,0
5005324,0
5005325,0
5005326,0
5005328,0
5005329,0
5005331,0
5005333,0
5005334,0
5005335,0
5005336,0
5005337,0
5005338,0
5005339,0
5005340,0
5005342,0
5005343,0
5005344,0
5005345,0
5005346,0
5005347,0
5005348,0
5005349,0
5005350,0
5005351,0
5005353,0
5005354,0
5005355,0
5005356,0
5005357,0
5005359,0
5005361,0
5005362,0
5005363,0
5005370,0
5005371,0
5005377,0
5005378,0
5005379,0
5005380,0
5005381,0
5005388,0
5005389,0
5005390,0
5005391,0
5005392,0
5005394,0
5005396,0
5005397,0
5005398,0
5005399,0
5005401,0
5005402,0
5005406,0
5005407,0
5005408,0
5005411,0
5005412,0
5005414,0
5005416,0
5005417,0
5005418,0
5005419,0
5005421,0
5005424,0
5005427,0
5005429,0
5005432,0
5005433,0
5005435,0
5005439,0
5005440,0
5005441,0
5005442,0
5005443,0
5005444,0
5005446,0
5005455,0
5005456,0
5005457,0
5005458,0
5005459,0
5005460,0
5005461,0
5005462,0
5005463,0
5005465,0
5005466,0
5005467,0
5005468,0
5005469,0
5005470,0
5005471,0
5005478,0
5005479,0
5005480,0
5005481,0
5005483,0
5005484,0
5005486,0
5005487,0
5005489,0
5005490,0
5005491,0
5005494,0
5005495,0
5005496,0
5005497,0
5005503,0
5005504,0
5005505,0
5005507,0
5005509,0
5005511,0
5005512,0
5005517,0
5005518,0
5005519,0
5005521,0
5005523,0
5005524,0
5005525,0
5005526,0
5005527,0
5005528,0
5005529,0
5005531,0
5005532,0
5005533,0
5005537,0
5005538,0
5005539,0
5005542,0
5005543,0
5005544,0
5005545,0
5005546,0
5005547,0
5005551,0
5005553,0
5005554,0
5005555,0
5005557,0
5005558,0
5005559,0
5005560,0
5005562,0
5005565,0
5005566,0
5005570,0
5005571,0
5005574,0
5005575,0
5005576,0
5005577,0
5005578,0
5005579,0
5005581,0
5005582,0
5005583,0
5005584,0
5005585,0
5005586,0
5005587,0
5005588,0
5005589,0
5005590,0
5005592,0
5005593,0
5005594,0
5005597,0
5005598,0
5005599,0
5005600,0
